test_no,test_date,test_type,test_configuration,contractor_study_title,impact_direction,test_family,crash_classification_status,canonical_label,classification_id,family,load_cell_classification_status,raw_barrier_shape,normalized_barrier_shape_key,shape_alias_rule_id,shape_alias_confidence,load_cell_channel_count,force_channel_count,moment_channel_count,pole_index_range_json,expected_pole_count,observed_pole_channel_count,observed_unique_pole_count,missing_pole_indices,duplicate_pole_indices,pole_all_1_8_present,pole_all_1_8_as_measured,missing_expected_channels_json,duplicate_channels_json,mask_summary_json,vehicle_cg_accel_channel_count,vehicle_cg_accel_non_accel_unit_channel_count,vehicle_cg_accel_non_accel_units,vehicle_cg_accel_xyz_present,vehicle_cg_accel_xyz_as_measured,vehicle_cg_accel_any_failed_or_questionable,all_accelerometer_channel_count,metadata_only_waveform_parsed,pole_1_available,pole_1_curve_nos,pole_1_axes,pole_1_units,pole_1_data_statuses,pole_1_channel_statuses,pole_1_all_as_measured,pole_2_available,pole_2_curve_nos,pole_2_axes,pole_2_units,pole_2_data_statuses,pole_2_channel_statuses,pole_2_all_as_measured,pole_3_available,pole_3_curve_nos,pole_3_axes,pole_3_units,pole_3_data_statuses,pole_3_channel_statuses,pole_3_all_as_measured,pole_4_available,pole_4_curve_nos,pole_4_axes,pole_4_units,pole_4_data_statuses,pole_4_channel_statuses,pole_4_all_as_measured,pole_5_available,pole_5_curve_nos,pole_5_axes,pole_5_units,pole_5_data_statuses,pole_5_channel_statuses,pole_5_all_as_measured,pole_6_available,pole_6_curve_nos,pole_6_axes,pole_6_units,pole_6_data_statuses,pole_6_channel_statuses,pole_6_all_as_measured,pole_7_available,pole_7_curve_nos,pole_7_axes,pole_7_units,pole_7_data_statuses,pole_7_channel_statuses,pole_7_all_as_measured,pole_8_available,pole_8_curve_nos,pole_8_axes,pole_8_units,pole_8_data_statuses,pole_8_channel_statuses,pole_8_all_as_measured,vehicle_cg_x_accel_available,vehicle_cg_x_accel_curve_nos,vehicle_cg_x_accel_units,vehicle_cg_x_accel_data_statuses,vehicle_cg_x_accel_channel_statuses,vehicle_cg_x_accel_all_as_measured,vehicle_cg_y_accel_available,vehicle_cg_y_accel_curve_nos,vehicle_cg_y_accel_units,vehicle_cg_y_accel_data_statuses,vehicle_cg_y_accel_channel_statuses,vehicle_cg_y_accel_all_as_measured,vehicle_cg_z_accel_available,vehicle_cg_z_accel_curve_nos,vehicle_cg_z_accel_units,vehicle_cg_z_accel_data_statuses,vehicle_cg_z_accel_channel_statuses,vehicle_cg_z_accel_all_as_measured
10389,2018-09-18,OPTIONAL NEW CAR ASSESSMENT TEST,VEHICLE INTO POLE,NCAP SIDE IMPACT POLE BARRIER- 2019 SUBARU ASCENT 5-DOOR MPV,side,side,classified,,side_pole_load_cell_8,side_pole_load_cell_barrier,covered_with_mask,POLE,POLE,pole_barrier_unconditional,1,8,8,0,"[1, 8]",8,8,8,,,true,true,[],[],"{""missing_expected_channel_count"": 0, ""duplicate_channel_count"": 0, ""force_channel_count"": 8, ""moment_channel_count"": 0}",3,0,,true,true,false,27,false,true,35,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,36,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,37,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,38,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,39,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,40,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,41,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,42,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,17,G'S,AS MEASURED,PRIMARY,true,true,18,G'S,AS MEASURED,PRIMARY,true,true,19,G'S,AS MEASURED,PRIMARY,true
10554,2018-10-04,OPTIONAL NEW CAR ASSESSMENT TEST,VEHICLE INTO POLE,OPTIONAL NCAP SIDE POLE - 2018 NISSAN TITAN S CREW CAB TRUCK,side,side,classified,,side_pole_load_cell_8,side_pole_load_cell_barrier,covered_with_mask,POLE,POLE,pole_barrier_unconditional,1,8,8,0,"[1, 8]",8,8,8,,,true,false,[],[],"{""missing_expected_channel_count"": 0, ""duplicate_channel_count"": 0, ""force_channel_count"": 8, ""moment_channel_count"": 0}",3,0,,true,true,false,27,false,true,35,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,36,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,37,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,38,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,39,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,40,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,41,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,42,Y - GLOBAL,NEWTONS,CHANNEL FAILED,PRIMARY,false,true,17,G'S,AS MEASURED,PRIMARY,true,true,18,G'S,AS MEASURED,PRIMARY,true,true,19,G'S,AS MEASURED,PRIMARY,true
10558,2018-10-09,NEW CAR ASSESSMENT TEST,VEHICLE INTO POLE,NCAP SIDE IMPACT POLE BARRIER- 2019 RAM 1500 CLASSIC QUAD CAB,side,side,classified,,side_pole_load_cell_8,side_pole_load_cell_barrier,covered_with_mask,POLE,POLE,pole_barrier_unconditional,1,8,8,0,"[1, 8]",8,8,8,,,true,true,[],[],"{""missing_expected_channel_count"": 0, ""duplicate_channel_count"": 0, ""force_channel_count"": 8, ""moment_channel_count"": 0}",3,0,,true,false,true,27,false,true,35,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,36,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,37,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,38,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,39,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,40,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,41,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,42,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,17,G'S,CHANNEL FAILED,PRIMARY,false,true,18,G'S,CHANNEL FAILED,PRIMARY,false,true,19,G'S,CHANNEL FAILED,PRIMARY,false
10568,2018-11-01,NEW CAR ASSESSMENT TEST,VEHICLE INTO POLE,NCAP SIDE POLE - 2019 DODGE DURANGO SXT 5-DOOR SUV,side,side,classified,,side_pole_load_cell_8,side_pole_load_cell_barrier,covered_with_mask,POLE,POLE,pole_barrier_unconditional,1,8,8,0,"[1, 8]",8,8,8,,,true,true,[],[],"{""missing_expected_channel_count"": 0, ""duplicate_channel_count"": 0, ""force_channel_count"": 8, ""moment_channel_count"": 0}",3,0,,true,true,false,27,false,true,35,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,36,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,37,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,38,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,39,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,40,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,41,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,42,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,17,G'S,AS MEASURED,PRIMARY,true,true,18,G'S,AS MEASURED,PRIMARY,true,true,19,G'S,AS MEASURED,PRIMARY,true
10569,2018-10-31,NEW CAR ASSESSMENT TEST,VEHICLE INTO POLE,NCAP SIDE IMPACT POLE BARRIER- 2019 NISSAN FRONTIER S CREW CAB,side,side,classified,,side_pole_load_cell_8,side_pole_load_cell_barrier,covered_with_mask,POLE,POLE,pole_barrier_unconditional,1,8,8,0,"[1, 8]",8,8,8,,,true,false,[],[],"{""missing_expected_channel_count"": 0, ""duplicate_channel_count"": 0, ""force_channel_count"": 8, ""moment_channel_count"": 0}",3,0,,true,true,false,27,false,true,35,Y - GLOBAL,NEWTONS,CHANNEL FAILED,PRIMARY,false,true,36,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,37,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,38,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,39,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,40,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,41,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,42,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,17,G'S,AS MEASURED,PRIMARY,true,true,18,G'S,AS MEASURED,PRIMARY,true,true,19,G'S,AS MEASURED,PRIMARY,true
10627,2018-12-11,OPTIONAL NEW CAR ASSESSMENT TEST,VEHICLE INTO POLE,NCAP SIDE IMPACT POLE BARRIER- 2019 SUBARU FORESTER 5-DOOR MPV,side,side,classified,,side_pole_load_cell_8,side_pole_load_cell_barrier,covered_with_mask,POLE,POLE,pole_barrier_unconditional,1,8,8,0,"[1, 8]",8,8,8,,,true,true,[],[],"{""missing_expected_channel_count"": 0, ""duplicate_channel_count"": 0, ""force_channel_count"": 8, ""moment_channel_count"": 0}",3,0,,true,true,false,27,false,true,35,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,36,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,37,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,38,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,39,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,40,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,41,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,42,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,17,G'S,AS MEASURED,PRIMARY,true,true,18,G'S,AS MEASURED,PRIMARY,true,true,19,G'S,AS MEASURED,PRIMARY,true
10637,2018-12-18,OPTIONAL NEW CAR ASSESSMENT TEST,VEHICLE INTO POLE,OPTIONAL NCAP SIDE POLE - 2018 MITSUBISHI OUTLANDER PHEV SEL 5-DR SUV,side,side,classified,,side_pole_load_cell_8,side_pole_load_cell_barrier,covered_with_mask,POLE,POLE,pole_barrier_unconditional,1,8,8,0,"[1, 8]",8,8,8,,,true,false,[],[],"{""missing_expected_channel_count"": 0, ""duplicate_channel_count"": 0, ""force_channel_count"": 8, ""moment_channel_count"": 0}",3,0,,true,true,false,27,false,true,35,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,36,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,37,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,38,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,39,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,40,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,41,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,42,Y - GLOBAL,NEWTONS,CHANNEL FAILED,PRIMARY,false,true,17,G'S,AS MEASURED,PRIMARY,true,true,18,G'S,AS MEASURED,PRIMARY,true,true,19,G'S,AS MEASURED,PRIMARY,true
10639,2018-12-17,NEW CAR ASSESSMENT TEST,VEHICLE INTO POLE,NCAP SIDE IMPACT POLE BARRIER- 2019 DODGE GRAND CARAVAN SE 5-DOOR MPV,side,side,classified,,side_pole_load_cell_8,side_pole_load_cell_barrier,covered_with_mask,POLE,POLE,pole_barrier_unconditional,1,8,8,0,"[1, 8]",8,8,8,,,true,true,[],[],"{""missing_expected_channel_count"": 0, ""duplicate_channel_count"": 0, ""force_channel_count"": 8, ""moment_channel_count"": 0}",3,0,,true,false,true,27,false,true,35,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,36,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,37,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,38,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,39,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,40,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,41,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,42,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,17,G'S,CHANNEL FAILED,PRIMARY,false,true,18,G'S,CHANNEL FAILED,PRIMARY,false,true,19,G'S,CHANNEL FAILED,PRIMARY,false
10640,2019-01-08,NEW CAR ASSESSMENT TEST,VEHICLE INTO POLE,75 DEGREE OBLIQUE RIGID POLE SIDE NCAP IMPACT,side,side,classified,,side_pole_load_cell_8,side_pole_load_cell_barrier,covered_with_mask,POLE,POLE,pole_barrier_unconditional,1,8,8,0,"[1, 8]",8,8,8,,,true,true,[],[],"{""missing_expected_channel_count"": 0, ""duplicate_channel_count"": 0, ""force_channel_count"": 8, ""moment_channel_count"": 0}",3,0,,true,true,false,27,false,true,38,X - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,39,X - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,40,X - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,41,X - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,42,X - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,43,X - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,44,X - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,45,X - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,17,G'S,AS MEASURED,PRIMARY,true,true,18,G'S,AS MEASURED,PRIMARY,true,true,19,G'S,AS MEASURED,PRIMARY,true
10644,2019-01-03,NEW CAR ASSESSMENT TEST,VEHICLE INTO POLE,NCAP SIDE POLE - 2019 HYUNDAI SANTA FE SE 5-DOOR SUV,side,side,classified,,side_pole_load_cell_8,side_pole_load_cell_barrier,covered_with_mask,POLE,POLE,pole_barrier_unconditional,1,8,8,0,"[1, 8]",8,8,8,,,true,false,[],[],"{""missing_expected_channel_count"": 0, ""duplicate_channel_count"": 0, ""force_channel_count"": 8, ""moment_channel_count"": 0}",3,0,,true,true,false,27,false,true,35,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,36,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,37,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,38,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,39,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,40,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,41,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,42,Y - GLOBAL,NEWTONS,CHANNEL FAILED,PRIMARY,false,true,17,G'S,AS MEASURED,PRIMARY,true,true,18,G'S,AS MEASURED,PRIMARY,true,true,19,G'S,AS MEASURED,PRIMARY,true
10649,2019-01-10,NEW CAR ASSESSMENT TEST,VEHICLE INTO POLE,NEW CAR ASSESSMENT PROGRAM SIDE POLE BARRIER IMPACT TEST,side,side,classified,,side_pole_load_cell_8,side_pole_load_cell_barrier,covered_with_mask,POLE,POLE,pole_barrier_unconditional,1,8,8,0,"[1, 8]",8,8,8,,,true,true,[],[],"{""missing_expected_channel_count"": 0, ""duplicate_channel_count"": 0, ""force_channel_count"": 8, ""moment_channel_count"": 0}",3,0,,true,true,false,27,false,true,35,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,36,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,37,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,38,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,39,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,40,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,41,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,42,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,17,G'S,AS MEASURED,PRIMARY,true,true,18,G'S,AS MEASURED,PRIMARY,true,true,19,G'S,AS MEASURED,PRIMARY,true
10650,2019-01-11,OPTIONAL NEW CAR ASSESSMENT TEST,VEHICLE INTO POLE,OPTIONAL NCAP SIDE POLE - 2019 TOYOTA COROLLA HATCHBACK 5-DR HATCHBACK,side,side,classified,,side_pole_load_cell_8,side_pole_load_cell_barrier,covered_with_mask,POLE,POLE,pole_barrier_unconditional,1,8,8,0,"[1, 8]",8,8,8,,,true,false,[],[],"{""missing_expected_channel_count"": 0, ""duplicate_channel_count"": 0, ""force_channel_count"": 8, ""moment_channel_count"": 0}",3,0,,true,true,false,27,false,true,35,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,36,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,37,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,38,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,39,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,40,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,41,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,42,Y - GLOBAL,NEWTONS,CHANNEL FAILED,PRIMARY,false,true,17,G'S,AS MEASURED,PRIMARY,true,true,18,G'S,AS MEASURED,PRIMARY,true,true,19,G'S,AS MEASURED,PRIMARY,true
10655,2019-01-18,OPTIONAL NEW CAR ASSESSMENT TEST,VEHICLE INTO POLE,OPTIONAL NCAP SIDE POLE - 2019 TOYOTA AVALON 4-DOOR SEDAN,side,side,classified,,side_pole_load_cell_8,side_pole_load_cell_barrier,covered_with_mask,POLE,POLE,pole_barrier_unconditional,1,8,8,0,"[1, 8]",8,8,8,,,true,false,[],[],"{""missing_expected_channel_count"": 0, ""duplicate_channel_count"": 0, ""force_channel_count"": 8, ""moment_channel_count"": 0}",3,0,,true,true,false,27,false,true,35,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,36,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,37,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,38,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,39,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,40,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,41,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,42,Y - GLOBAL,NEWTONS,CHANNEL FAILED,PRIMARY,false,true,17,G'S,AS MEASURED,PRIMARY,true,true,18,G'S,AS MEASURED,PRIMARY,true,true,19,G'S,AS MEASURED,PRIMARY,true
10657,2019-01-23,OPTIONAL NEW CAR ASSESSMENT TEST,VEHICLE INTO POLE,OPTIONAL NCAP SIDE POLE - 2019 LEXUS ES 350 4-DOOR SEDAN,side,side,classified,,side_pole_load_cell_8,side_pole_load_cell_barrier,covered_with_mask,POLE,POLE,pole_barrier_unconditional,1,8,8,0,"[1, 8]",8,8,8,,,true,false,[],[],"{""missing_expected_channel_count"": 0, ""duplicate_channel_count"": 0, ""force_channel_count"": 8, ""moment_channel_count"": 0}",3,0,,true,true,false,27,false,true,35,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,36,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,37,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,38,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,39,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,40,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,41,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,42,Y - GLOBAL,NEWTONS,CHANNEL FAILED,PRIMARY,false,true,17,G'S,AS MEASURED,PRIMARY,true,true,18,G'S,AS MEASURED,PRIMARY,true,true,19,G'S,AS MEASURED,PRIMARY,true
10659,2019-01-29,OPTIONAL NEW CAR ASSESSMENT TEST,VEHICLE INTO POLE,OPTIONAL NCAP SIDE POLE - 2019 AUDI Q8 PREMIUM 5-DOOR SUV,side,side,classified,,side_pole_load_cell_8,side_pole_load_cell_barrier,covered_with_mask,POLE,POLE,pole_barrier_unconditional,1,8,8,0,"[1, 8]",8,8,8,,,true,true,[],[],"{""missing_expected_channel_count"": 0, ""duplicate_channel_count"": 0, ""force_channel_count"": 8, ""moment_channel_count"": 0}",3,0,,true,true,false,27,false,true,35,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,36,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,37,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,38,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,39,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,40,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,41,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,42,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,17,G'S,AS MEASURED,PRIMARY,true,true,18,G'S,AS MEASURED,PRIMARY,true,true,19,G'S,AS MEASURED,PRIMARY,true
10661,2019-01-30,NEW CAR ASSESSMENT TEST,VEHICLE INTO POLE,NCAP SIDE IMPACT POLE BARRIER- 2019 HYUNDAI KONA SE 5-DOOR MPV,side,side,classified,,side_pole_load_cell_8,side_pole_load_cell_barrier,covered_with_mask,POLE,POLE,pole_barrier_unconditional,1,8,8,0,"[1, 8]",8,8,8,,,true,true,[],[],"{""missing_expected_channel_count"": 0, ""duplicate_channel_count"": 0, ""force_channel_count"": 8, ""moment_channel_count"": 0}",3,0,,true,true,false,27,false,true,35,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,36,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,37,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,38,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,39,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,40,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,41,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,42,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,17,G'S,AS MEASURED,PRIMARY,true,true,18,G'S,AS MEASURED,PRIMARY,true,true,19,G'S,AS MEASURED,PRIMARY,true
10662,2019-01-31,NEW CAR ASSESSMENT TEST,VEHICLE INTO POLE,NEW CAR ASSESSMENT PROGRAM SIDE POLE BARRIER IMPACT TEST,side,side,classified,,side_pole_load_cell_8,side_pole_load_cell_barrier,covered_with_mask,POLE,POLE,pole_barrier_unconditional,1,8,8,0,"[1, 8]",8,8,8,,,true,true,[],[],"{""missing_expected_channel_count"": 0, ""duplicate_channel_count"": 0, ""force_channel_count"": 8, ""moment_channel_count"": 0}",3,0,,true,true,false,27,false,true,35,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,36,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,37,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,38,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,39,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,40,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,41,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,42,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,17,G'S,AS MEASURED,PRIMARY,true,true,18,G'S,AS MEASURED,PRIMARY,true,true,19,G'S,AS MEASURED,PRIMARY,true
10677,2019-02-06,NEW CAR ASSESSMENT TEST,VEHICLE INTO POLE,NCAP SIDE POLE - 2019 NISSAN MURANO S 5-DOOR SUV,side,side,classified,,side_pole_load_cell_8,side_pole_load_cell_barrier,covered_with_mask,POLE,POLE,pole_barrier_unconditional,1,8,8,0,"[1, 8]",8,8,8,,,true,false,[],[],"{""missing_expected_channel_count"": 0, ""duplicate_channel_count"": 0, ""force_channel_count"": 8, ""moment_channel_count"": 0}",3,0,,true,true,false,27,false,true,35,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,36,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,37,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,38,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,39,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,40,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,41,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,42,Y - GLOBAL,NEWTONS,CHANNEL FAILED,PRIMARY,false,true,17,G'S,AS MEASURED,PRIMARY,true,true,18,G'S,AS MEASURED,PRIMARY,true,true,19,G'S,AS MEASURED,PRIMARY,true
10684,2019-02-14,NEW CAR ASSESSMENT TEST,VEHICLE INTO POLE,NCAP SIDE IMPACT POLE BARRIER- 2019 BMW X3 SDRIVE30I 5-DOOR MPV,side,side,classified,,side_pole_load_cell_8,side_pole_load_cell_barrier,covered_with_mask,POLE,POLE,pole_barrier_unconditional,1,8,8,0,"[1, 8]",8,8,8,,,true,true,[],[],"{""missing_expected_channel_count"": 0, ""duplicate_channel_count"": 0, ""force_channel_count"": 8, ""moment_channel_count"": 0}",3,0,,true,true,false,27,false,true,35,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,36,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,37,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,38,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,39,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,40,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,41,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,42,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,17,G'S,AS MEASURED,PRIMARY,true,true,18,G'S,AS MEASURED,PRIMARY,true,true,19,G'S,AS MEASURED,PRIMARY,true
